ID	Type	x	y	z
1066	2	-8.292890	9.707110	0.000000
1067	2	-7.707110	9.292890	0.000000
1068	2	-7.292890	7.707110	0.000000
1069	2	-6.707110	9.292890	0.000000
1070	2	-7.292890	9.707110	0.000000
1071	2	-8.292890	7.707110	0.000000
1072	2	-7.707110	7.292890	0.000000
1073	2	-6.707110	8.292890	0.000000
1086	2	-4.707110	9.292890	0.000000
1087	2	-6.292890	9.707110	0.000000
1088	2	-6.292890	8.707110	0.000000
1089	2	-5.292890	7.707110	0.000000
1090	2	-5.707110	9.292890	0.000000
1091	2	-6.292890	7.707110	0.000000
1092	2	-5.292890	9.707110	0.000000
1093	2	-5.707110	7.292890	0.000000
1094	2	-5.707110	8.292890	0.000000
1095	2	-4.707110	7.292890	0.000000
1096	2	-5.292890	8.707110	0.000000
1097	2	-3.707110	7.292890	0.000000
1098	2	-4.707110	8.292890	0.000000
1099	2	-3.707110	9.292890	0.000000
1100	2	-4.292890	9.707110	0.000000
1101	2	-4.292890	8.707110	0.000000
1102	2	-4.292890	7.707110	0.000000
1103	2	-3.707110	8.292890	0.000000
1120	2	-0.707110	8.292890	0.000000
1121	2	-1.707110	7.292890	0.000000
1122	2	-0.707110	7.292890	0.000000
1123	2	-3.292890	8.707110	0.000000
1124	2	-2.707110	8.292890	0.000000
1125	2	-2.707110	9.292890	0.000000
1126	2	-1.707110	8.292890	0.000000
1127	2	-2.292890	8.707110	0.000000
1128	2	-3.292890	9.707110	0.000000
1129	2	-0.707110	9.292890	0.000000
1130	2	-2.292890	9.707110	0.000000
1131	2	-1.707110	9.292890	0.000000
1132	2	-1.292890	8.707110	0.000000
1133	2	-1.292890	9.707110	0.000000
1134	2	-0.292890	8.707110	0.000000
1135	2	-3.292890	7.707110	0.000000
1136	2	-2.707110	7.292890	0.000000
1137	2	-0.292890	7.707110	0.000000
1138	2	-2.292890	7.707110	0.000000
1139	2	-1.292890	7.707110	0.000000
1140	2	-0.292890	9.707110	0.000000
1153	2	3.292890	7.292890	0.000000
1154	2	0.292890	8.292890	0.000000
1155	2	1.292890	7.292890	0.000000
1156	2	2.292890	7.292890	0.000000
1157	2	0.707110	9.707110	0.000000
1158	2	1.292890	8.292890	0.000000
1159	2	3.292890	8.292890	0.000000
1160	2	1.292890	9.292890	0.000000
1161	2	0.707110	7.707110	0.000000
1162	2	0.292890	7.292890	0.000000
1163	2	1.707110	7.707110	0.000000
1164	2	0.707110	8.707110	0.000000
1165	2	0.292890	9.292890	0.000000
1166	2	2.292890	8.292890	0.000000
1167	2	1.707110	8.707110	0.000000
1168	2	2.707110	7.707110	0.000000
1169	2	1.707110	9.707110	0.000000
1170	2	2.292890	9.292890	0.000000
1171	2	3.292890	9.292890	0.000000
1172	2	2.707110	9.707110	0.000000
1173	2	2.707110	8.707110	0.000000
1186	2	4.707110	8.707110	0.000000
1187	2	4.292890	9.292890	0.000000
1188	2	4.292890	8.292890	0.000000
1189	2	5.292890	8.292890	0.000000
1190	2	6.292890	7.292890	0.000000
1191	2	5.707110	7.707110	0.000000
1192	2	4.292890	7.292890	0.000000
1193	2	6.707110	8.707110	0.000000
1194	2	3.707110	9.707110	0.000000
1195	2	3.707110	8.707110	0.000000
1196	2	5.292890	7.292890	0.000000
1197	2	3.707110	7.707110	0.000000
1198	2	6.707110	7.707110	0.000000
1199	2	4.707110	7.707110	0.000000
1200	2	4.707110	9.707110	0.000000
1201	2	6.292890	8.292890	0.000000
1202	2	5.292890	9.292890	0.000000
1203	2	6.292890	9.292890	0.000000
1204	2	5.707110	9.707110	0.000000
1205	2	5.707110	8.707110	0.000000
1206	2	6.707110	9.707110	0.000000
1223	2	7.292890	7.292890	0.000000
1224	2	7.292890	9.292890	0.000000
1225	2	8.707110	8.707110	0.000000
1226	2	8.292890	7.292890	0.000000
1227	2	7.707110	8.707110	0.000000
1228	2	7.292890	8.292890	0.000000
1229	2	8.292890	8.292890	0.000000
1230	2	7.707110	9.707110	0.000000
1231	2	8.292890	9.292890	0.000000
1232	2	9.292890	9.292890	0.000000
1233	2	8.707110	9.707110	0.000000
1234	2	9.292890	8.292890	0.000000
1235	2	9.707110	9.707110	0.000000
1236	2	7.707110	7.707110	0.000000
1237	2	9.707110	8.707110	0.000000
1238	2	9.707110	7.707110	0.000000
1239	2	9.292890	7.292890	0.000000
1240	2	8.707110	7.707110	0.000000
